carnet,nombre,carrera,departamento,promedio
EST099164,Estudiante 99164,Administracion,San Miguel,5.15
EST099165,Estudiante 99165,Contaduria,Santa Ana,6.17
EST099166,Estudiante 99166,Arquitectura,Sonsonate,7.7
EST099167,Estudiante 99167,Ingeniería Industrial,San Miguel,8.49
EST099168,Estudiante 99168,Ingeniería Industrial,La Libertad,5.19
EST099169,Estudiante 99169,Ingeniería Industrial,Sonsonate,6.76
EST099170,Estudiante 99170,Ingeniería de Sistemas,San Salvador,7.98
EST099171,Estudiante 99171,Administracion,Santa Ana,6.79
EST099172,Estudiante 99172,Contaduria,San Miguel,8.66
EST099173,Estudiante 99173,Arquitectura,Santa Ana,7.04
EST099174,Estudiante 99174,Contaduria,Sonsonate,8.81
EST099175,Estudiante 99175,Administracion,La Libertad,6.04
EST099176,Estudiante 99176,Administracion,San Salvador,9.52
EST099177,Estudiante 99177,Arquitectura,San Miguel,6.54
EST099178,Estudiante 99178,Arquitectura,Santa Ana,6.67
EST099179,Estudiante 99179,Arquitectura,Santa Ana,8.27
EST099180,Estudiante 99180,Ingeniería Industrial,San Miguel,6.36
EST099181,Estudiante 99181,Ingeniería de Sistemas,San Salvador,9.47
EST099182,Estudiante 99182,Ingeniería Industrial,San Salvador,6.26
EST099183,Estudiante 99183,Arquitectura,San Salvador,7.87
EST099184,Estudiante 99184,Contaduria,Sonsonate,5.23
EST099185,Estudiante 99185,Ingeniería Industrial,Santa Ana,5.21
EST099186,Estudiante 99186,Administracion,San Salvador,6.67
EST099187,Estudiante 99187,Administracion,Sonsonate,6.03
EST099188,Estudiante 99188,Arquitectura,Sonsonate,6.98
EST099189,Estudiante 99189,Contaduria,Sonsonate,5.69
EST099190,Estudiante 99190,Ingeniería Industrial,San Miguel,8.81
EST099191,Estudiante 99191,Contaduria,San Salvador,8.34
EST099192,Estudiante 99192,Arquitectura,La Libertad,9.72
EST099193,Estudiante 99193,Contaduria,San Salvador,8.48
EST099194,Estudiante 99194,Ingeniería Industrial,San Miguel,6.15
EST099195,Estudiante 99195,Ingeniería de Sistemas,San Miguel,9.57
EST099196,Estudiante 99196,Administracion,La Libertad,5.99
EST099197,Estudiante 99197,Administracion,La Libertad,8.59
EST099198,Estudiante 99198,Contaduria,La Libertad,7.23
EST099199,Estudiante 99199,Arquitectura,San Salvador,6.47
EST099200,Estudiante 99200,Contaduria,La Libertad,5.06
EST099201,Estudiante 99201,Contaduria,Santa Ana,8.78
EST099202,Estudiante 99202,Ingeniería Industrial,La Libertad,6.23
EST099203,Estudiante 99203,Ingeniería Industrial,Santa Ana,9.8
EST099204,Estudiante 99204,Ingeniería Industrial,San Miguel,7.62
EST099205,Estudiante 99205,Ingeniería Industrial,San Miguel,5.2
EST099206,Estudiante 99206,Ingeniería Industrial,San Miguel,9.45
EST099207,Estudiante 99207,Ingeniería de Sistemas,San Miguel,6.96
EST099208,Estudiante 99208,Contaduria,La Libertad,5.62
EST099209,Estudiante 99209,Administracion,Santa Ana,6.11
EST099210,Estudiante 99210,Administracion,San Salvador,5.3
EST099211,Estudiante 99211,Administracion,La Libertad,7.67
EST099212,Estudiante 99212,Administracion,Sonsonate,5.54
EST099213,Estudiante 99213,Administracion,San Salvador,6.17
EST099214,Estudiante 99214,Administracion,San Salvador,9.6
EST099215,Estudiante 99215,Arquitectura,San Salvador,7.75
EST099216,Estudiante 99216,Administracion,San Miguel,6.95
EST099217,Estudiante 99217,Arquitectura,San Miguel,6.99
EST099218,Estudiante 99218,Arquitectura,La Libertad,7.73
EST099219,Estudiante 99219,Ingeniería de Sistemas,San Salvador,8.44
EST099220,Estudiante 99220,Ingeniería Industrial,Sonsonate,5.06
EST099221,Estudiante 99221,Contaduria,San Miguel,9.99
EST099222,Estudiante 99222,Arquitectura,San Miguel,9.07
EST099223,Estudiante 99223,Arquitectura,Sonsonate,6.42
EST099224,Estudiante 99224,Administracion,San Miguel,8.66
EST099225,Estudiante 99225,Arquitectura,San Salvador,5.38
EST099226,Estudiante 99226,Ingeniería Industrial,Santa Ana,5.13
EST099227,Estudiante 99227,Contaduria,San Miguel,5.93
EST099228,Estudiante 99228,Ingeniería de Sistemas,San Salvador,7.8
EST099229,Estudiante 99229,Ingeniería de Sistemas,Santa Ana,5.24
EST099230,Estudiante 99230,Ingeniería de Sistemas,San Miguel,6.63
EST099231,Estudiante 99231,Administracion,San Miguel,6.79
EST099232,Estudiante 99232,Ingeniería de Sistemas,Sonsonate,6.26
EST099233,Estudiante 99233,Ingeniería de Sistemas,San Salvador,8.17
EST099234,Estudiante 99234,Ingeniería de Sistemas,San Salvador,7.84
EST099235,Estudiante 99235,Administracion,San Salvador,8.91
EST099236,Estudiante 99236,Ingeniería Industrial,Santa Ana,6.67
EST099237,Estudiante 99237,Arquitectura,La Libertad,5.36
EST099238,Estudiante 99238,Ingeniería de Sistemas,San Salvador,7.37
EST099239,Estudiante 99239,Administracion,Santa Ana,6.25
EST099240,Estudiante 99240,Contaduria,San Miguel,8.6
EST099241,Estudiante 99241,Arquitectura,La Libertad,9.56
EST099242,Estudiante 99242,Ingeniería de Sistemas,San Salvador,5.16
EST099243,Estudiante 99243,Arquitectura,Sonsonate,5.56
EST099244,Estudiante 99244,Contaduria,San Miguel,5.64
EST099245,Estudiante 99245,Ingeniería Industrial,San Salvador,6.59
EST099246,Estudiante 99246,Administracion,San Miguel,9.6
EST099247,Estudiante 99247,Arquitectura,San Miguel,9.44
EST099248,Estudiante 99248,Administracion,La Libertad,8.41
EST099249,Estudiante 99249,Ingeniería Industrial,San Miguel,6.54
EST099250,Estudiante 99250,Ingeniería de Sistemas,Sonsonate,8.7
EST099251,Estudiante 99251,Contaduria,San Miguel,5.86
EST099252,Estudiante 99252,Ingeniería Industrial,San Salvador,7.96
EST099253,Estudiante 99253,Administracion,La Libertad,8.25
EST099254,Estudiante 99254,Ingeniería de Sistemas,La Libertad,6.89
EST099255,Estudiante 99255,Ingeniería Industrial,Sonsonate,6.24
EST099256,Estudiante 99256,Contaduria,Sonsonate,5.39
EST099257,Estudiante 99257,Arquitectura,San Miguel,7.22
EST099258,Estudiante 99258,Ingeniería de Sistemas,Santa Ana,9.07
EST099259,Estudiante 99259,Ingeniería Industrial,Sonsonate,5.28
EST099260,Estudiante 99260,Arquitectura,San Miguel,8.45
EST099261,Estudiante 99261,Contaduria,San Miguel,5.87
EST099262,Estudiante 99262,Arquitectura,La Libertad,5.68
EST099263,Estudiante 99263,Ingeniería Industrial,Santa Ana,8.14
EST099264,Estudiante 99264,Administracion,San Miguel,9.81
EST099265,Estudiante 99265,Ingeniería Industrial,Santa Ana,8.55
EST099266,Estudiante 99266,Administracion,San Miguel,7.34
EST099267,Estudiante 99267,Administracion,La Libertad,9.47
EST099268,Estudiante 99268,Administracion,San Salvador,6.2
EST099269,Estudiante 99269,Ingeniería de Sistemas,La Libertad,7.85
EST099270,Estudiante 99270,Ingeniería Industrial,La Libertad,8.18
EST099271,Estudiante 99271,Administracion,La Libertad,6.12
EST099272,Estudiante 99272,Administracion,Santa Ana,5.06
EST099273,Estudiante 99273,Arquitectura,San Salvador,7.47
EST099274,Estudiante 99274,Ingeniería de Sistemas,La Libertad,5.52
EST099275,Estudiante 99275,Ingeniería Industrial,San Salvador,9.85
EST099276,Estudiante 99276,Contaduria,Santa Ana,7.72
EST099277,Estudiante 99277,Administracion,Santa Ana,9.54
EST099278,Estudiante 99278,Contaduria,Sonsonate,9.08
EST099279,Estudiante 99279,Arquitectura,La Libertad,9.86
EST099280,Estudiante 99280,Arquitectura,San Salvador,9.59
EST099281,Estudiante 99281,Arquitectura,Santa Ana,7.84
EST099282,Estudiante 99282,Administracion,La Libertad,6.38
EST099283,Estudiante 99283,Ingeniería Industrial,Santa Ana,5.03
EST099284,Estudiante 99284,Ingeniería de Sistemas,San Salvador,5.43
EST099285,Estudiante 99285,Ingeniería de Sistemas,La Libertad,9.64
EST099286,Estudiante 99286,Ingeniería Industrial,Sonsonate,7.16
EST099287,Estudiante 99287,Ingeniería de Sistemas,Santa Ana,8.27
EST099288,Estudiante 99288,Administracion,San Salvador,7.31
EST099289,Estudiante 99289,Administracion,San Miguel,7.4
EST099290,Estudiante 99290,Ingeniería Industrial,Santa Ana,9.05
EST099291,Estudiante 99291,Administracion,La Libertad,5.28
EST099292,Estudiante 99292,Administracion,Sonsonate,5.38
EST099293,Estudiante 99293,Contaduria,San Miguel,6.23
EST099294,Estudiante 99294,Arquitectura,Santa Ana,8.0
EST099295,Estudiante 99295,Arquitectura,La Libertad,5.82
EST099296,Estudiante 99296,Administracion,Santa Ana,5.78
EST099297,Estudiante 99297,Ingeniería Industrial,Santa Ana,6.56
EST099298,Estudiante 99298,Ingeniería de Sistemas,Santa Ana,5.78
EST099299,Estudiante 99299,Arquitectura,San Salvador,8.03
EST099300,Estudiante 99300,Ingeniería Industrial,San Salvador,8.26
EST099301,Estudiante 99301,Ingeniería Industrial,Sonsonate,5.21
EST099302,Estudiante 99302,Contaduria,La Libertad,7.15
EST099303,Estudiante 99303,Contaduria,San Salvador,7.29
EST099304,Estudiante 99304,Contaduria,Santa Ana,8.83
EST099305,Estudiante 99305,Contaduria,San Miguel,8.67
EST099306,Estudiante 99306,Administracion,San Salvador,5.39
EST099307,Estudiante 99307,Ingeniería Industrial,La Libertad,7.22
EST099308,Estudiante 99308,Ingeniería Industrial,La Libertad,6.32
EST099309,Estudiante 99309,Administracion,Sonsonate,8.01
EST099310,Estudiante 99310,Arquitectura,San Salvador,7.56
EST099311,Estudiante 99311,Administracion,San Miguel,5.8
EST099312,Estudiante 99312,Arquitectura,San Salvador,8.68
EST099313,Estudiante 99313,Ingeniería Industrial,San Salvador,7.91
EST099314,Estudiante 99314,Contaduria,Sonsonate,8.53
EST099315,Estudiante 99315,Administracion,San Miguel,8.07
EST099316,Estudiante 99316,Ingeniería de Sistemas,San Salvador,5.66
EST099317,Estudiante 99317,Contaduria,San Salvador,6.61
EST099318,Estudiante 99318,Administracion,Santa Ana,8.62
EST099319,Estudiante 99319,Contaduria,San Salvador,5.39
EST099320,Estudiante 99320,Ingeniería de Sistemas,San Miguel,9.27
EST099321,Estudiante 99321,Ingeniería de Sistemas,San Miguel,7.33
EST099322,Estudiante 99322,Arquitectura,San Miguel,5.54
EST099323,Estudiante 99323,Arquitectura,San Salvador,7.8
EST099324,Estudiante 99324,Arquitectura,Santa Ana,8.89
EST099325,Estudiante 99325,Ingeniería de Sistemas,Sonsonate,5.35
EST099326,Estudiante 99326,Ingeniería Industrial,San Miguel,7.19
EST099327,Estudiante 99327,Ingeniería Industrial,Sonsonate,5.7
EST099328,Estudiante 99328,Ingeniería Industrial,San Salvador,7.81
EST099329,Estudiante 99329,Administracion,La Libertad,8.84
EST099330,Estudiante 99330,Ingeniería Industrial,San Miguel,9.01
EST099331,Estudiante 99331,Ingeniería Industrial,La Libertad,9.23
EST099332,Estudiante 99332,Contaduria,San Miguel,9.72
EST099333,Estudiante 99333,Ingeniería Industrial,Santa Ana,8.38
EST099334,Estudiante 99334,Arquitectura,San Miguel,8.54
EST099335,Estudiante 99335,Ingeniería Industrial,San Miguel,6.08
EST099336,Estudiante 99336,Contaduria,San Miguel,8.72
EST099337,Estudiante 99337,Ingeniería de Sistemas,Sonsonate,9.52
EST099338,Estudiante 99338,Ingeniería de Sistemas,Santa Ana,9.47
EST099339,Estudiante 99339,Arquitectura,San Salvador,6.53
EST099340,Estudiante 99340,Ingeniería de Sistemas,Sonsonate,8.61
EST099341,Estudiante 99341,Ingeniería de Sistemas,Sonsonate,5.07
EST099342,Estudiante 99342,Ingeniería Industrial,Sonsonate,9.7
EST099343,Estudiante 99343,Administracion,Sonsonate,8.78
EST099344,Estudiante 99344,Ingeniería de Sistemas,San Miguel,9.59
EST099345,Estudiante 99345,Administracion,San Miguel,5.25
EST099346,Estudiante 99346,Ingeniería Industrial,Sonsonate,9.25
EST099347,Estudiante 99347,Contaduria,Santa Ana,9.16
EST099348,Estudiante 99348,Contaduria,Santa Ana,6.97
EST099349,Estudiante 99349,Administracion,Sonsonate,6.28
EST099350,Estudiante 99350,Administracion,Santa Ana,7.08
EST099351,Estudiante 99351,Contaduria,San Salvador,5.59
EST099352,Estudiante 99352,Ingeniería Industrial,San Salvador,7.03
EST099353,Estudiante 99353,Ingeniería de Sistemas,La Libertad,8.63
EST099354,Estudiante 99354,Ingeniería de Sistemas,Sonsonate,5.37
EST099355,Estudiante 99355,Ingeniería de Sistemas,San Salvador,6.52
EST099356,Estudiante 99356,Arquitectura,Sonsonate,8.07
EST099357,Estudiante 99357,Ingeniería de Sistemas,La Libertad,8.93
EST099358,Estudiante 99358,Contaduria,San Miguel,6.05
EST099359,Estudiante 99359,Ingeniería Industrial,San Miguel,6.38
EST099360,Estudiante 99360,Administracion,Sonsonate,9.73
EST099361,Estudiante 99361,Administracion,La Libertad,7.67
EST099362,Estudiante 99362,Ingeniería de Sistemas,San Salvador,5.12
EST099363,Estudiante 99363,Ingeniería de Sistemas,Sonsonate,7.82
EST099364,Estudiante 99364,Arquitectura,Sonsonate,5.24
EST099365,Estudiante 99365,Ingeniería de Sistemas,La Libertad,9.97
EST099366,Estudiante 99366,Ingeniería de Sistemas,San Salvador,9.61
EST099367,Estudiante 99367,Administracion,Santa Ana,5.81
EST099368,Estudiante 99368,Ingeniería Industrial,Santa Ana,6.74
EST099369,Estudiante 99369,Arquitectura,San Salvador,6.55
EST099370,Estudiante 99370,Administracion,San Salvador,9.3
EST099371,Estudiante 99371,Ingeniería de Sistemas,La Libertad,7.64
EST099372,Estudiante 99372,Contaduria,Sonsonate,8.17
EST099373,Estudiante 99373,Arquitectura,San Salvador,9.77
EST099374,Estudiante 99374,Administracion,San Salvador,7.24
EST099375,Estudiante 99375,Ingeniería Industrial,Santa Ana,9.66
EST099376,Estudiante 99376,Administracion,Santa Ana,8.34
EST099377,Estudiante 99377,Administracion,La Libertad,9.2
EST099378,Estudiante 99378,Ingeniería Industrial,La Libertad,6.47
EST099379,Estudiante 99379,Ingeniería de Sistemas,San Salvador,9.53
EST099380,Estudiante 99380,Arquitectura,San Salvador,9.26
EST099381,Estudiante 99381,Arquitectura,San Salvador,6.0
EST099382,Estudiante 99382,Arquitectura,La Libertad,6.66
EST099383,Estudiante 99383,Contaduria,San Miguel,6.87
EST099384,Estudiante 99384,Administracion,San Miguel,6.88
EST099385,Estudiante 99385,Ingeniería Industrial,San Salvador,7.18
EST099386,Estudiante 99386,Arquitectura,San Miguel,5.12
EST099387,Estudiante 99387,Administracion,Sonsonate,8.29
EST099388,Estudiante 99388,Administracion,La Libertad,8.66
EST099389,Estudiante 99389,Contaduria,La Libertad,7.15
EST099390,Estudiante 99390,Administracion,Santa Ana,9.17
EST099391,Estudiante 99391,Ingeniería Industrial,La Libertad,5.47
EST099392,Estudiante 99392,Arquitectura,Sonsonate,8.02
EST099393,Estudiante 99393,Contaduria,Sonsonate,5.53
EST099394,Estudiante 99394,Arquitectura,La Libertad,6.2
EST099395,Estudiante 99395,Administracion,San Salvador,9.3
EST099396,Estudiante 99396,Ingeniería de Sistemas,Santa Ana,8.08
EST099397,Estudiante 99397,Ingeniería de Sistemas,Sonsonate,5.48
EST099398,Estudiante 99398,Administracion,San Salvador,5.77
EST099399,Estudiante 99399,Contaduria,San Salvador,5.71
EST099400,Estudiante 99400,Arquitectura,San Salvador,6.46
EST099401,Estudiante 99401,Contaduria,Santa Ana,7.95
EST099402,Estudiante 99402,Contaduria,San Salvador,7.42
EST099403,Estudiante 99403,Arquitectura,Santa Ana,9.88
EST099404,Estudiante 99404,Ingeniería Industrial,La Libertad,5.4
EST099405,Estudiante 99405,Ingeniería Industrial,Santa Ana,8.35
EST099406,Estudiante 99406,Contaduria,San Salvador,7.84
EST099407,Estudiante 99407,Arquitectura,Sonsonate,8.41
EST099408,Estudiante 99408,Arquitectura,San Miguel,8.12
EST099409,Estudiante 99409,Ingeniería de Sistemas,San Salvador,7.78
EST099410,Estudiante 99410,Ingeniería Industrial,San Salvador,8.6
EST099411,Estudiante 99411,Arquitectura,La Libertad,8.04
EST099412,Estudiante 99412,Administracion,Santa Ana,9.01
EST099413,Estudiante 99413,Ingeniería Industrial,Santa Ana,9.21
EST099414,Estudiante 99414,Administracion,La Libertad,5.99
EST099415,Estudiante 99415,Administracion,Santa Ana,7.37
EST099416,Estudiante 99416,Arquitectura,San Salvador,6.82
EST099417,Estudiante 99417,Arquitectura,Santa Ana,8.08
EST099418,Estudiante 99418,Ingeniería de Sistemas,San Miguel,6.48
EST099419,Estudiante 99419,Contaduria,San Miguel,7.42
EST099420,Estudiante 99420,Administracion,San Salvador,9.81
EST099421,Estudiante 99421,Administracion,La Libertad,5.69
EST099422,Estudiante 99422,Administracion,San Miguel,6.22
EST099423,Estudiante 99423,Administracion,Santa Ana,8.68
EST099424,Estudiante 99424,Administracion,San Miguel,5.14
EST099425,Estudiante 99425,Administracion,San Miguel,6.4
EST099426,Estudiante 99426,Ingeniería de Sistemas,San Salvador,9.92
EST099427,Estudiante 99427,Contaduria,La Libertad,5.17
EST099428,Estudiante 99428,Ingeniería de Sistemas,San Salvador,6.69
EST099429,Estudiante 99429,Contaduria,San Miguel,6.7
EST099430,Estudiante 99430,Administracion,Sonsonate,9.82
EST099431,Estudiante 99431,Contaduria,Sonsonate,6.09
EST099432,Estudiante 99432,Administracion,La Libertad,5.41
EST099433,Estudiante 99433,Ingeniería Industrial,Sonsonate,6.09
EST099434,Estudiante 99434,Arquitectura,Sonsonate,9.95
EST099435,Estudiante 99435,Administracion,Sonsonate,8.76
EST099436,Estudiante 99436,Ingeniería de Sistemas,Santa Ana,5.47
EST099437,Estudiante 99437,Ingeniería de Sistemas,San Salvador,9.49
EST099438,Estudiante 99438,Arquitectura,San Miguel,8.93
EST099439,Estudiante 99439,Administracion,San Miguel,7.27
EST099440,Estudiante 99440,Contaduria,San Salvador,5.19
EST099441,Estudiante 99441,Contaduria,San Miguel,6.02
EST099442,Estudiante 99442,Administracion,La Libertad,9.66
EST099443,Estudiante 99443,Administracion,Sonsonate,5.78
EST099444,Estudiante 99444,Contaduria,Sonsonate,5.79
EST099445,Estudiante 99445,Contaduria,La Libertad,6.44
EST099446,Estudiante 99446,Ingeniería Industrial,Santa Ana,7.82
EST099447,Estudiante 99447,Ingeniería Industrial,Santa Ana,5.82
EST099448,Estudiante 99448,Ingeniería Industrial,San Salvador,7.45
EST099449,Estudiante 99449,Arquitectura,San Miguel,7.74
EST099450,Estudiante 99450,Ingeniería Industrial,San Miguel,8.36
EST099451,Estudiante 99451,Administracion,San Salvador,7.92
EST099452,Estudiante 99452,Administracion,San Salvador,5.48
EST099453,Estudiante 99453,Ingeniería de Sistemas,San Miguel,7.69
EST099454,Estudiante 99454,Ingeniería de Sistemas,Sonsonate,5.35
EST099455,Estudiante 99455,Contaduria,San Salvador,5.78
EST099456,Estudiante 99456,Administracion,Sonsonate,6.76
EST099457,Estudiante 99457,Ingeniería Industrial,La Libertad,7.04
EST099458,Estudiante 99458,Ingeniería de Sistemas,Santa Ana,5.9
EST099459,Estudiante 99459,Arquitectura,San Salvador,6.91
EST099460,Estudiante 99460,Arquitectura,San Miguel,9.06
EST099461,Estudiante 99461,Administracion,Santa Ana,8.57
EST099462,Estudiante 99462,Arquitectura,San Salvador,6.03
EST099463,Estudiante 99463,Ingeniería de Sistemas,La Libertad,6.73
EST099464,Estudiante 99464,Arquitectura,Santa Ana,8.52
EST099465,Estudiante 99465,Administracion,Santa Ana,8.34
EST099466,Estudiante 99466,Ingeniería de Sistemas,La Libertad,9.28
EST099467,Estudiante 99467,Ingeniería de Sistemas,San Salvador,7.1
EST099468,Estudiante 99468,Ingeniería de Sistemas,La Libertad,6.08
EST099469,Estudiante 99469,Contaduria,San Salvador,9.17
EST099470,Estudiante 99470,Ingeniería de Sistemas,Santa Ana,6.98
EST099471,Estudiante 99471,Ingeniería Industrial,La Libertad,6.23
EST099472,Estudiante 99472,Arquitectura,La Libertad,5.38
EST099473,Estudiante 99473,Arquitectura,Sonsonate,9.32
EST099474,Estudiante 99474,Arquitectura,San Miguel,9.85
EST099475,Estudiante 99475,Administracion,Santa Ana,6.14
EST099476,Estudiante 99476,Arquitectura,Santa Ana,8.54
EST099477,Estudiante 99477,Ingeniería de Sistemas,San Miguel,9.2
EST099478,Estudiante 99478,Administracion,San Salvador,6.18
EST099479,Estudiante 99479,Contaduria,Santa Ana,9.92
EST099480,Estudiante 99480,Ingeniería Industrial,San Salvador,8.4
EST099481,Estudiante 99481,Ingeniería de Sistemas,San Salvador,5.87
EST099482,Estudiante 99482,Ingeniería Industrial,La Libertad,8.62
EST099483,Estudiante 99483,Contaduria,San Salvador,7.47
EST099484,Estudiante 99484,Arquitectura,Sonsonate,9.7
EST099485,Estudiante 99485,Contaduria,San Salvador,9.22
EST099486,Estudiante 99486,Contaduria,Santa Ana,8.59
EST099487,Estudiante 99487,Ingeniería Industrial,La Libertad,7.6
EST099488,Estudiante 99488,Contaduria,Sonsonate,8.08
EST099489,Estudiante 99489,Administracion,San Miguel,5.58
EST099490,Estudiante 99490,Contaduria,Sonsonate,7.26
EST099491,Estudiante 99491,Ingeniería Industrial,La Libertad,5.85
EST099492,Estudiante 99492,Ingeniería de Sistemas,San Salvador,8.23
EST099493,Estudiante 99493,Administracion,Santa Ana,7.68
EST099494,Estudiante 99494,Contaduria,San Salvador,7.4
EST099495,Estudiante 99495,Ingeniería Industrial,San Salvador,8.68
EST099496,Estudiante 99496,Contaduria,Sonsonate,5.6
EST099497,Estudiante 99497,Contaduria,La Libertad,9.53
EST099498,Estudiante 99498,Ingeniería de Sistemas,La Libertad,5.52
EST099499,Estudiante 99499,Contaduria,Santa Ana,7.04
EST099500,Estudiante 99500,Administracion,San Miguel,6.34
EST099501,Estudiante 99501,Administracion,Sonsonate,8.89
EST099502,Estudiante 99502,Arquitectura,San Salvador,8.38
EST099503,Estudiante 99503,Contaduria,San Salvador,8.62
EST099504,Estudiante 99504,Contaduria,La Libertad,6.34
EST099505,Estudiante 99505,Contaduria,Sonsonate,5.76
EST099506,Estudiante 99506,Ingeniería de Sistemas,Sonsonate,7.52
EST099507,Estudiante 99507,Arquitectura,Sonsonate,5.82
EST099508,Estudiante 99508,Ingeniería de Sistemas,Santa Ana,7.11
EST099509,Estudiante 99509,Ingeniería Industrial,San Salvador,5.42
EST099510,Estudiante 99510,Ingeniería Industrial,San Miguel,7.96
EST099511,Estudiante 99511,Ingeniería Industrial,Sonsonate,7.6
EST099512,Estudiante 99512,Ingeniería Industrial,Sonsonate,6.39
EST099513,Estudiante 99513,Ingeniería Industrial,San Salvador,5.11
EST099514,Estudiante 99514,Arquitectura,Sonsonate,9.91
EST099515,Estudiante 99515,Arquitectura,Santa Ana,6.96
EST099516,Estudiante 99516,Contaduria,Santa Ana,9.58
EST099517,Estudiante 99517,Ingeniería de Sistemas,La Libertad,8.17
EST099518,Estudiante 99518,Ingeniería de Sistemas,San Miguel,6.95
EST099519,Estudiante 99519,Ingeniería de Sistemas,San Salvador,6.84
EST099520,Estudiante 99520,Arquitectura,San Miguel,6.95
EST099521,Estudiante 99521,Arquitectura,Sonsonate,5.79
EST099522,Estudiante 99522,Contaduria,La Libertad,8.99
EST099523,Estudiante 99523,Administracion,Santa Ana,9.86
EST099524,Estudiante 99524,Arquitectura,San Miguel,7.87
EST099525,Estudiante 99525,Ingeniería Industrial,Sonsonate,8.72
EST099526,Estudiante 99526,Arquitectura,San Salvador,9.65
EST099527,Estudiante 99527,Ingeniería Industrial,San Miguel,8.82
EST099528,Estudiante 99528,Administracion,Sonsonate,5.33
EST099529,Estudiante 99529,Ingeniería de Sistemas,La Libertad,7.88
EST099530,Estudiante 99530,Administracion,La Libertad,6.74
EST099531,Estudiante 99531,Administracion,Santa Ana,6.09
EST099532,Estudiante 99532,Ingeniería Industrial,La Libertad,5.42
EST099533,Estudiante 99533,Arquitectura,San Miguel,7.07
EST099534,Estudiante 99534,Contaduria,Santa Ana,6.0
EST099535,Estudiante 99535,Administracion,San Miguel,6.84
EST099536,Estudiante 99536,Administracion,Sonsonate,8.2
EST099537,Estudiante 99537,Ingeniería de Sistemas,Sonsonate,8.57
EST099538,Estudiante 99538,Contaduria,Sonsonate,8.77
EST099539,Estudiante 99539,Arquitectura,Santa Ana,6.81
EST099540,Estudiante 99540,Administracion,La Libertad,8.4
EST099541,Estudiante 99541,Contaduria,Sonsonate,7.4
EST099542,Estudiante 99542,Ingeniería de Sistemas,San Salvador,7.34
EST099543,Estudiante 99543,Administracion,Sonsonate,9.08
EST099544,Estudiante 99544,Ingeniería Industrial,Santa Ana,7.6
EST099545,Estudiante 99545,Ingeniería de Sistemas,Sonsonate,9.61
EST099546,Estudiante 99546,Ingeniería Industrial,San Salvador,9.74
EST099547,Estudiante 99547,Ingeniería Industrial,La Libertad,6.92
EST099548,Estudiante 99548,Ingeniería de Sistemas,San Salvador,6.2
EST099549,Estudiante 99549,Ingeniería Industrial,La Libertad,5.61
EST099550,Estudiante 99550,Contaduria,San Salvador,6.74
EST099551,Estudiante 99551,Contaduria,San Miguel,7.45
EST099552,Estudiante 99552,Ingeniería Industrial,La Libertad,9.26
EST099553,Estudiante 99553,Contaduria,San Salvador,7.29
EST099554,Estudiante 99554,Arquitectura,La Libertad,7.08
EST099555,Estudiante 99555,Ingeniería de Sistemas,Santa Ana,8.39
EST099556,Estudiante 99556,Ingeniería Industrial,San Salvador,6.08
EST099557,Estudiante 99557,Administracion,La Libertad,5.46
EST099558,Estudiante 99558,Ingeniería de Sistemas,Sonsonate,5.05
EST099559,Estudiante 99559,Administracion,Santa Ana,7.23
EST099560,Estudiante 99560,Contaduria,Sonsonate,9.28
EST099561,Estudiante 99561,Contaduria,La Libertad,6.99
EST099562,Estudiante 99562,Administracion,La Libertad,8.52
EST099563,Estudiante 99563,Arquitectura,Santa Ana,7.01
EST099564,Estudiante 99564,Contaduria,Santa Ana,6.98
EST099565,Estudiante 99565,Ingeniería Industrial,Sonsonate,9.07
EST099566,Estudiante 99566,Ingeniería de Sistemas,La Libertad,7.69
EST099567,Estudiante 99567,Contaduria,Sonsonate,6.51
EST099568,Estudiante 99568,Administracion,San Miguel,8.62
EST099569,Estudiante 99569,Contaduria,San Salvador,9.95
EST099570,Estudiante 99570,Ingeniería Industrial,San Salvador,9.96
EST099571,Estudiante 99571,Ingeniería Industrial,San Salvador,9.68
EST099572,Estudiante 99572,Contaduria,San Salvador,6.12
EST099573,Estudiante 99573,Ingeniería de Sistemas,Sonsonate,5.34
EST099574,Estudiante 99574,Ingeniería Industrial,La Libertad,6.87
EST099575,Estudiante 99575,Ingeniería Industrial,Sonsonate,7.05
EST099576,Estudiante 99576,Administracion,Santa Ana,9.96
EST099577,Estudiante 99577,Ingeniería de Sistemas,Sonsonate,9.28
EST099578,Estudiante 99578,Ingeniería de Sistemas,San Miguel,7.95
EST099579,Estudiante 99579,Administracion,Santa Ana,9.98
EST099580,Estudiante 99580,Ingeniería Industrial,Sonsonate,9.12
EST099581,Estudiante 99581,Ingeniería de Sistemas,San Salvador,6.31
EST099582,Estudiante 99582,Arquitectura,San Miguel,5.21
EST099583,Estudiante 99583,Contaduria,San Miguel,9.68
EST099584,Estudiante 99584,Administracion,Sonsonate,8.27
EST099585,Estudiante 99585,Administracion,La Libertad,5.28
EST099586,Estudiante 99586,Ingeniería de Sistemas,Sonsonate,9.41
EST099587,Estudiante 99587,Arquitectura,San Miguel,8.87
EST099588,Estudiante 99588,Administracion,San Salvador,6.58
EST099589,Estudiante 99589,Ingeniería de Sistemas,La Libertad,7.42
EST099590,Estudiante 99590,Ingeniería de Sistemas,San Miguel,9.98
EST099591,Estudiante 99591,Arquitectura,Sonsonate,8.17
